"model","size","predictor","elpd","elpd_se","elpd_diff","elpd_diff_se","acc","acc_se","acc_diff","suggested_size","is_suggested","n_folds","n_participants","cv_prop_diag"
"p2_predictive_trajectory_aperiodic",0,"(Intercept)",-14056.3989009334,136.858392817439,-1895.13058000384,76.8821198098457,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",1,"(1 | participant_lab_ID)",-13330.5167316193,111.269222852086,-1169.24841068973,57.3232323150678,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",2,"z_session_time",-12520.3858258548,94.6910396531309,-359.117504925249,31.6716311687124,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",3,"(z_session_time | participant_lab_ID)",-12515.9769447242,89.3474340763199,-354.70862379462,26.1170277518,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",4,"grammatical_property",-12239.4605751241,88.1039026782913,-78.192254194494,19.2048190073078,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",5,"z_session_time:grammatical_property",-12342.3069683302,110.965712410497,-181.038647400624,33.9250940815891,0.802827549708929,0.00244622716375307,0.00578362440462687,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",6,"z_digit_span",-12099.6938196582,106.250486729383,61.5745012713604,27.1883048133752,0.794851440235881,0.00248278865922192,-0.00219248506842062,6,TRUE,10,50,NA
"p2_predictive_trajectory_aperiodic",7,"z_session_time:z_digit_span",-12002.2124174584,103.7420611499,159.055903471232,25.1032846094067,0.80256293944205,0.00244746462252749,0.00551901413774858,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",8,"z_stroop",-12077.5671522401,104.766916401204,83.7011686894463,26.1579071576153,0.798707189838966,0.0024653038982489,0.00166326453466392,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",9,"z_session_time:z_stroop",-12099.7881118999,104.677020845757,61.4802090296997,26.4344804802383,0.798971800105844,0.00246409105092977,0.00192787480154233,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",10,"z_asrt",-12162.8665671706,104.077301403578,-1.59824624101712,25.5394494833422,0.798707189838966,0.0024653038982489,0.00166326453466392,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",11,"z_session_time:z_asrt",-12180.0367288485,104.591314515208,-18.7684079188617,26.2664981767192,0.798971800105844,0.00246409105092977,0.00192787480154233,6,FALSE,10,50,NA
"p2_predictive_trajectory_aperiodic",12,"z_aperiodic_exponent",-12106.5968666192,103.614296114993,54.6714543103975,25.5687587912533,0.80037045437363,0.00245765245214323,0.00332652906932784,6,FALSE,10,50,NA
